participante,comentário
ccf1aa16-c6a5-4d78-85ab-a43ad8256de3,💗💗💗💗👩🏻‍💻
8b928f09-aedb-4ce1-a365-4d56a0839c50,estou amando a gameficação
51dee22d-fc70-4bc4-b8ad-c757599b8ba8,muito conhecimento
0075ff65-ea4f-498d-992f-ada2464aa615,muito bom  o evento
0075ff65-ea4f-498d-992f-ada2464aa615,programacao wit maravilhosa
464bbcb6-2b9f-498e-bfbd-4f0b6935e844,que evento lindo
464bbcb6-2b9f-498e-bfbd-4f0b6935e844,perfeito
464bbcb6-2b9f-498e-bfbd-4f0b6935e844,estou encantada 😍
464bbcb6-2b9f-498e-bfbd-4f0b6935e844,a coordenação do evento está de parabéns
464bbcb6-2b9f-498e-bfbd-4f0b6935e844,csbc em maceió é tudo de melhor 💞💞💞💞💞
adec314d-1120-4e55-985a-8bdbbf48be55,"parabéns, pela organização do evento"
adec314d-1120-4e55-985a-8bdbbf48be55,as pautas são muito relevantes
6d48edcf-e6d6-48d3-a2e0-e9296cb697f3,a exposição dos projetos parceiros foi um sucesssooooo
fe69c798-5373-4255-831b-9a1ce468c5d6,a sessão de pôsteres foi incrível
fe69c798-5373-4255-831b-9a1ce468c5d6,conhecer mulheres com força de vontade dá inspiração para fazer o mesmo
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,amei a apresentação de banners
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,conhecer os outros projetos
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,falar sobre o meninas
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,comp foi bom demais
d41245db-625f-483f-8dc9-03a25833c76c,❤️
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,muito importante o relatório feito pela cide
d9d06ba9-ddc7-49e3-8ff8-cfc02ea63d0f,obrigada por trazerem ele para que a comunidade se conscientize cada vez mais
1ced77b3-b5de-4d74-8882-f7ffe3d9ec30,muito gratificante estar participando
1ced77b3-b5de-4d74-8882-f7ffe3d9ec30,sem comentários
adec314d-1120-4e55-985a-8bdbbf48be55,"devemos, sim, criar um ambiente em que todos se sintam bem-vindos"
adec314d-1120-4e55-985a-8bdbbf48be55,para isso é preciso compreender os porquês das diferenças de representatividade em relação à sociedade brasileira na sbc
4775372c-ada6-4087-bb2c-70b01e4bd2f8,"adorei a sessão de pôsteres, muitos trabalhos brilhantes 💜"
7ff8200d-cf7f-46b9-82e4-f6cf85fded45,💖💖💖
e56b565e-2680-4f05-bfb5-f672c691d632,a sessão de pôsteres foi inspiradora
e56b565e-2680-4f05-bfb5-f672c691d632,parabéns a todos os projetos parceiros
8f0f4c0d-f2eb-4b18-8099-25bcd217a483,importantíssimo ter o presidente da acm compreendendo a importância da diversidade na computação
352e47bd-d2bf-4541-a6ce-6498a321db06,ainda estamos por aqui
a963dd12-40da-4337-b329-0e358fc55b57,achei extremamente interessante
a963dd12-40da-4337-b329-0e358fc55b57,bem vindo ao evento
03a65761-df50-4a1d-b247-f846bd21c48e,eu amei
03a65761-df50-4a1d-b247-f846bd21c48e,adorei
352e47bd-d2bf-4541-a6ce-6498a321db06,extremamente interessante
1adbc12f-bf03-4c55-8960-539251e80c9e,segundo dia <3
bc4009b6-e6ad-4b08-8126-a0e91ba35f4b,adorei ver mulheres tão importantes
bc4009b6-e6ad-4b08-8126-a0e91ba35f4b,inteligentes nesse evento
bc4009b6-e6ad-4b08-8126-a0e91ba35f4b,obrigada por serem inspirações pra todas as meninas no congresso
3efe71e2-c0d5-4596-b566-0ef34e7ff13d,"já no início da apresentação da embraer me encantou os olhos, simplesmente incrível"
34f169b0-0592-49a9-adae-030f73515e9e,"pude aprender bastante sobre inclusão das mulheres na tecnologia, acredito que a palestra sanou diversas dúvidas pessoais minhas"
34f169b0-0592-49a9-adae-030f73515e9e,ótima palestra
34f169b0-0592-49a9-adae-030f73515e9e,muito grata por poder participar
38a3f457-2608-4b06-a8f5-f05a3c41b341,parabéns por esse evento incrível
38a3f457-2608-4b06-a8f5-f05a3c41b341,é muito bom ver as meninas de diferentes estados tão engajadas em um único propósito
bc4009b6-e6ad-4b08-8126-a0e91ba35f4b,segundo dia ❤️❤️
bc4009b6-e6ad-4b08-8126-a0e91ba35f4b,amei a palestra da embraer
bc4009b6-e6ad-4b08-8126-a0e91ba35f4b,top top top
464bbcb6-2b9f-498e-bfbd-4f0b6935e844,"genteee, que evento toppp"
464bbcb6-2b9f-498e-bfbd-4f0b6935e844,maravilhosoooooo
e6d477bf-b603-42a7-985e-ac84356103b9,parabéns pelo evento
1e411a8b-4d32-4425-945d-09887c5071b8,entrega das camisas hoje foi emocionante
e6d477bf-b603-42a7-985e-ac84356103b9,que emocionante
1e411a8b-4d32-4425-945d-09887c5071b8,segundo dia está terminando com sucesso❤️
6933d6a3-26d4-4177-97e9-e7325d50bfaa,marinalva você me representa
c23e3c88-36e4-4099-abc5-67195fb50d88,adorei a sessão de pôsteres
c23e3c88-36e4-4099-abc5-67195fb50d88,é muito interessante ver tantos trabalhos voltados para mulheres em um congresso de computação
c23e3c88-36e4-4099-abc5-67195fb50d88,"como mulher na área de computação, acho muito importante eventos como esse"
1c7000ea-e558-4ef4-93d8-2c018ec84123,sempre muito bom ver jogos sobre mulheres em stem💕
b7c16dca-5c66-4a7b-8685-96474b1617e0,"motivador a apresentação da embraer, tanto pelas oportunidades apresentadas,"
b7c16dca-5c66-4a7b-8685-96474b1617e0,"principalmente a história de vida da marinalva, uma inspiração em pessoa"
251569e1-42c3-4c32-b8db-d8b8b9741d5b,adorei a camiseta
251569e1-42c3-4c32-b8db-d8b8b9741d5b,manhã maravilhosa no wit
1130f3f4-1e33-482d-a327-745c63f1516b,o dia de hoje foi muito motivador
1130f3f4-1e33-482d-a327-745c63f1516b,poder ver tantos trabalhos das meninas nas áreas foi inspirador
b26c0a2d-f5a9-4708-a4ec-8603756202d8,a palestra da embraer foi fantástica
b26c0a2d-f5a9-4708-a4ec-8603756202d8,que lição de vuda emocionante
b26c0a2d-f5a9-4708-a4ec-8603756202d8,primeira pergunta do questionário de avaliação do wit não está permitindo marcar mais de 1 alternativa
262af184-23c3-4cb4-8231-04a142217d69,o tema é bem relevante
262af184-23c3-4cb4-8231-04a142217d69,trás perspectivas diferentes do que imaginava
262af184-23c3-4cb4-8231-04a142217d69,palestra clara
262af184-23c3-4cb4-8231-04a142217d69,objetiva
06f1249e-61d1-4916-a745-f29b8095822b,ontem foi o dia mais legal
06f1249e-61d1-4916-a745-f29b8095822b,"interativo, vou sair desse congresso inspirada a focar nos meus estudos pra crescer"
06f1249e-61d1-4916-a745-f29b8095822b,ganhar mais espaço na área ❤️
06f1249e-61d1-4916-a745-f29b8095822b,a camiseta
06f1249e-61d1-4916-a745-f29b8095822b,os brindes estão maravilhosos ❤️❤️❤️❤️
c23e3c88-36e4-4099-abc5-67195fb50d88,conheci pessoas incríveis com projetos incríveis
c23e3c88-36e4-4099-abc5-67195fb50d88,é muito importante
c23e3c88-36e4-4099-abc5-67195fb50d88,muito boa essa troca
c23e3c88-36e4-4099-abc5-67195fb50d88,o momento da foto oficial foi muito lindo
6e490da9-d604-49fa-b782-7cc09c1615d3,ansiosa para as apresentações de hoje
6e490da9-d604-49fa-b782-7cc09c1615d3,certamente será  incrível
6e490da9-d604-49fa-b782-7cc09c1615d3,a gamificacao está demais
526a01d7-32cb-4bbe-a7c8-77d7090f52fd,evento super legal
c23e3c88-36e4-4099-abc5-67195fb50d88,ansiosa para ver as apresentações de hoje
d7cc7b23-8be1-497b-ae4a-23b538971629,ótima organização
d7cc7b23-8be1-497b-ae4a-23b538971629,ansiosa para o próximo
4270590b-ac53-434d-88eb-f948b87a7247,ansioso para hoje
4270590b-ac53-434d-88eb-f948b87a7247,"bom dia, ansioso para as apresentações de hoje"
bf25caf2-133a-4e49-af4f-273e12e2009e,"hoje o dia vai ser emocionante, dia de apresentação"
bf25caf2-133a-4e49-af4f-273e12e2009e,"última dia, já estou com saudades"
5b1bd074-2e84-4caf-854b-505a36f8a606,ótimo trabalho
5b1bd074-2e84-4caf-854b-505a36f8a606,"continuem assim, evento perfeito"
a57c1135-2ebb-4824-9625-c0bce163dddf,ansioso para a premiação do evento 🙏
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,palestras incríveis
4bc0a904-0a38-4b33-b1de-cab5ea9cf808,super legal
a57c1135-2ebb-4824-9625-c0bce163dddf,go mermãs
9ea006aa-40fb-4edc-98dd-39d527a61d6d,impressionante a diversidade de informações interessantes
9ea006aa-40fb-4edc-98dd-39d527a61d6d,incrível como essas palestras mudam a nossa visão
0075ff65-ea4f-498d-992f-ada2464aa615,os fórums do wit estão sendo muito bons
d045f926-cf41-4757-ae96-89594f6e4870,tá incrível 💜
d045f926-cf41-4757-ae96-89594f6e4870,mermãs digitais 💜
0075ff65-ea4f-498d-992f-ada2464aa615,evento excelente
e11a154c-a026-49a9-9a71-ad45b5939df8,último dia de wit 😢
170840c4-5893-454a-8433-5854baffd2cc,ansiosa pelas apresentações de hoje
e11a154c-a026-49a9-9a71-ad45b5939df8,bom dia ☀️
170840c4-5893-454a-8433-5854baffd2cc,esperando muito já pela premiação
170840c4-5893-454a-8433-5854baffd2cc,a edição de 2026
75049fc4-0a03-4d80-9d70-6471c2c5a110,o wit tá incrível
75049fc4-0a03-4d80-9d70-6471c2c5a110,os artigos são demais
75049fc4-0a03-4d80-9d70-6471c2c5a110,momentos incríveis
0b4761ba-7672-4bde-89c3-74f013f2b163,último dia vamos que vamos
0b4761ba-7672-4bde-89c3-74f013f2b163,partiu
97bb898c-af32-4429-b56c-5914309a8775,triste de já ser o último dia
67959b7b-0a25-4354-a35e-f5974a549323,uma pena hoje ser o último dia de wit
67959b7b-0a25-4354-a35e-f5974a549323,já estou pronta para o próximo 😍
16d2d16a-6864-4d0c-afe3-d87991308ec5,"adorei, participei de todos"
16d2d16a-6864-4d0c-afe3-d87991308ec5,quero mais broches
251569e1-42c3-4c32-b8db-d8b8b9741d5b,começando mais um dia no wit;)
050da8f6-fd58-42b6-8066-82fb42c0fa4b,salas bem localizadas
050da8f6-fd58-42b6-8066-82fb42c0fa4b,"organizadas, além de limpas"
050da8f6-fd58-42b6-8066-82fb42c0fa4b,com bom som
1e2c4536-db1c-40f6-a514-717da937138d,muito ansiosa pra apresentar nosso artigo
050da8f6-fd58-42b6-8066-82fb42c0fa4b,ótimas apresentações com diversidade de assuntos
050da8f6-fd58-42b6-8066-82fb42c0fa4b,"temas, além de pessoas"
1e2c4536-db1c-40f6-a514-717da937138d,"ótima organização, como sempre"
f3eed192-b8ab-4094-942f-54e234fbb70b,ainda tentando me recuperar da história de vida de marinalva 😭
f3eed192-b8ab-4094-942f-54e234fbb70b,palestra incrível do embraer 🤩🤩🤩
352e47bd-d2bf-4541-a6ce-6498a321db06,palestra incrível a da embraer
3efe71e2-c0d5-4596-b566-0ef34e7ff13d,ansiosa para as de hoje
3efe71e2-c0d5-4596-b566-0ef34e7ff13d,"mesmo vindo para outro evento, minha agenda hj é 100% wit"
5c7c797e-febc-42ad-883a-7aaefc221bb2,super ansiosa com o dia de hoje
cf03f7b1-8338-40a2-84f4-91ec5f988764,evento incrível
352e47bd-d2bf-4541-a6ce-6498a321db06,massa dms
cf03f7b1-8338-40a2-84f4-91ec5f988764,último dia
352e47bd-d2bf-4541-a6ce-6498a321db06,que pena q está acabando
a24b5393-ee39-4272-8f84-7f95fa794341,"que venha o último dia, wit já deixando saudades"
17a6d940-56ba-4d72-8c6b-3f765a91e6ac,expectativa a mil aqui no último dia de wit
268e12fc-6012-41e0-9301-483b58059c69,"último dia, 😍"
20280073-68fe-4304-9f54-d23b1663fe33,os artigos são extremamente importantes para aderirmos conhecimentos de outros temas
20280073-68fe-4304-9f54-d23b1663fe33,adequarmos em nosso projetos
d90a7533-8a3c-4a1e-9221-2185fdeaec90,"adorei o tema de inclusão, diversidade"
d90a7533-8a3c-4a1e-9221-2185fdeaec90,equidade
d90a7533-8a3c-4a1e-9221-2185fdeaec90,adorando participar do wit
6d48edcf-e6d6-48d3-a2e0-e9296cb697f3,já estou com saudade 🥲
a4ceb2fb-9e75-4db1-ace5-c82f92a1376e,tudo ótimo
6d48edcf-e6d6-48d3-a2e0-e9296cb697f3,que hoje seja um dia maravilhoso
ed496342-5088-4e03-9bf6-270dbfd06758,secção técnica 5 está com apresentações fantásticas ✨
a4ceb2fb-9e75-4db1-ace5-c82f92a1376e,maravilhoso
a4ceb2fb-9e75-4db1-ace5-c82f92a1376e,parabéns
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,sempre maravilhoso
ce4b41b3-8b58-4d8c-9cb8-5bf7133c59d4,perfeito
a6584b5b-822e-4c85-be5b-e91db87dc16e,até agora tudo maravilhoso
4c4af487-81e9-4e3a-8efc-b2d0f1b0b394,foram dias de muito conhecimento
4c4af487-81e9-4e3a-8efc-b2d0f1b0b394,boas experiências
38a3f457-2608-4b06-a8f5-f05a3c41b341,"último dia, tururuu"
4c4af487-81e9-4e3a-8efc-b2d0f1b0b394,estou voltando pra casa com muitas ideias
4c4af487-81e9-4e3a-8efc-b2d0f1b0b394,inovações
3ad87374-5d6b-41e4-a901-00435a3f8c6e,amei o dia de hj
3ad87374-5d6b-41e4-a901-00435a3f8c6e,espero que os próximos encontros sejam tão bons quanto
38a3f457-2608-4b06-a8f5-f05a3c41b341,já quero ir para o próximo
eb7a2e85-37f5-4355-b66a-b99d1a9ac033,"que evento incrível, vou sentir saudadee do csbc💖"
eb7a2e85-37f5-4355-b66a-b99d1a9ac033,todas as apresentações do wit impecáveis
671f8ca1-38b7-401b-b96a-2dc047c32c4b,está sendo um sonho
671f8ca1-38b7-401b-b96a-2dc047c32c4b,a energia ontem na hora da foto foi incrível
20280073-68fe-4304-9f54-d23b1663fe33,extremamente importante
17a6d940-56ba-4d72-8c6b-3f765a91e6ac,"assunto muito interessante sobre a síndrome do impostor, já passei por isso no começo da minha carreira como desenvolvedora"
17a6d940-56ba-4d72-8c6b-3f765a91e6ac,fui muito bem acolhida por mulheres incríveis
17a6d940-56ba-4d72-8c6b-3f765a91e6ac,empoderadas
17a6d940-56ba-4d72-8c6b-3f765a91e6ac,viva o wit
f968ccfe-0100-4760-818b-0d85fd912a70,adorei o evento
f968ccfe-0100-4760-818b-0d85fd912a70,ótimas palestras
f968ccfe-0100-4760-818b-0d85fd912a70,queria mais
5244efbb-01d2-4f7e-b505-4fd32300baff,trabalhos qualificados demais
5244efbb-01d2-4f7e-b505-4fd32300baff,o wit cresceu com sessões técnicas em paralelo
5244efbb-01d2-4f7e-b505-4fd32300baff,esta na hora de virar um simpósio hehehe
ed496342-5088-4e03-9bf6-270dbfd06758,wit está cheio de artigos maravilhosos ✨🫰🏻
38a3f457-2608-4b06-a8f5-f05a3c41b341,evento muito bom
5c7c797e-febc-42ad-883a-7aaefc221bb2,muito interessante o artigo sobre a síndrome da impostora
e56b565e-2680-4f05-bfb5-f672c691d632,uma pena que já é o último dia
e56b565e-2680-4f05-bfb5-f672c691d632,animada para o ano que vem
9e1aa993-64b6-4d6b-99d1-897ce3415327,evento maravilhoso
c08bca4e-d84f-4567-b938-d29470fd6d02,#csbc2025
9e1aa993-64b6-4d6b-99d1-897ce3415327,😍😍
9e1aa993-64b6-4d6b-99d1-897ce3415327,👏
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,último dia de csbc
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,"wit, ansiosa"
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,triste ao mesmo tempo
39c3a3e9-ded4-4f91-a9f8-b00e2c644d07,#csbc2025
9e1aa993-64b6-4d6b-99d1-897ce3415327,💫❤️
c08bca4e-d84f-4567-b938-d29470fd6d02,minha a primeira vez no evento
c08bca4e-d84f-4567-b938-d29470fd6d02,"em congresso relacionados,"
c08bca4e-d84f-4567-b938-d29470fd6d02,"estou achando muito interessante as apresentações de artigos, dá mais motivação de estar na área acadêmica"
609ff990-2fc8-4802-9bc3-d805b042eab5,considerei a palestra importante para a minha compreensão da situação atual das mulheres na área stem
f37ffdc2-3f64-4b56-a935-4ddecee92321,o evento está sendo maravilhoso
f37ffdc2-3f64-4b56-a935-4ddecee92321,amei a camisa dessa edição do wit
609ff990-2fc8-4802-9bc3-d805b042eab5,gostei
adec314d-1120-4e55-985a-8bdbbf48be55,"gurias of code, presente"
adec314d-1120-4e55-985a-8bdbbf48be55,(sessão técnica 05)
adec314d-1120-4e55-985a-8bdbbf48be55,"a programação está excelente, contemplando diversidade"
adec314d-1120-4e55-985a-8bdbbf48be55,interseccionalidade
c8ddbe59-a031-4194-add3-db3071ddcbef,último dia wit :(
c8ddbe59-a031-4194-add3-db3071ddcbef,💜
d230aaa6-976f-49bd-bb8a-21d45dec64ab,vou voltar ano que vem
d230aaa6-976f-49bd-bb8a-21d45dec64ab,agradeço o apoio da embraer
d230aaa6-976f-49bd-bb8a-21d45dec64ab,a palestra da marinalva foi emocionante
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,sessao maravilhosa
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,muito feliz em estar no wit
454aed9e-698f-45b7-bd91-93f4a4e6aa1d,❤️
8ace69cd-74b9-4738-b109-9ea8d441105c,organização arrasou
8ace69cd-74b9-4738-b109-9ea8d441105c,muito massa o evento
5ca22f49-b601-4a36-81af-dba71e05cf97,artigos muito bons
5ca22f49-b601-4a36-81af-dba71e05cf97,quero ir pro próximo
8ac171ff-ae8c-4709-899e-93e23ba84729,amando o wit
325332d3-4d5a-4a5f-9767-efb22cbb4b1c,"palestrantes incríveis, aprendi muito com suas vivências"
b787555f-cd18-4a0b-9e20-493282185ddd,trabalhar com estatística
b787555f-cd18-4a0b-9e20-493282185ddd,dados demanda muito cuidado para não serem enviesado
b787555f-cd18-4a0b-9e20-493282185ddd,muito bom
325332d3-4d5a-4a5f-9767-efb22cbb4b1c,experiência maravilhosa de ouvir
325332d3-4d5a-4a5f-9767-efb22cbb4b1c,participar desse debate
3406c3d7-f8f1-4db4-9d3f-06b9d53fa541,💙💙💙
3406c3d7-f8f1-4db4-9d3f-06b9d53fa541,👏👏👏👏👏
325332d3-4d5a-4a5f-9767-efb22cbb4b1c,muito bom
5671ae6e-ba88-4fbb-b2dd-5c0c4e65ce60,vai codebloom
5671ae6e-ba88-4fbb-b2dd-5c0c4e65ce60,vai meninas
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,💙💙
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,💙💙💙
01bdf958-26a8-4cbb-9001-f8323dd02301,está acabando😭
bbce1d34-bf29-45d4-8ff1-5bc397a59a07,💙
7afaf882-baa2-47f7-aa69-a15f8ad3452a,💙💙💙
00785be0-171f-446a-9069-97212c12e0e3,maravilhosas ❤️
00785be0-171f-446a-9069-97212c12e0e3,adorei muito
01bdf958-26a8-4cbb-9001-f8323dd02301,💙💙
39c3a3e9-ded4-4f91-a9f8-b00e2c644d07,#wit
39c3a3e9-ded4-4f91-a9f8-b00e2c644d07,#mulheres
3ecdcc60-1292-4833-9c99-08066e0a6e86,apresentação sobre síndrome do impostor muito interessante
c90f49e7-30eb-4954-bad6-ff13e4342a57,empolgada para este dia
3ecdcc60-1292-4833-9c99-08066e0a6e86,quero brindes do wit
39c3a3e9-ded4-4f91-a9f8-b00e2c644d07,csbc2025
e4d0c31c-1009-4bce-8c78-8d6c2d7dce89,oi maninhas
e4d0c31c-1009-4bce-8c78-8d6c2d7dce89,amo
c90f49e7-30eb-4954-bad6-ff13e4342a57,"parabéns, fernanda"
c90f49e7-30eb-4954-bad6-ff13e4342a57,adorei sua palestra sobre a síndrome do impostor
f429f390-79a1-4e84-9a93-87a43048d3d7,oportunidade de conhecer outras realidades
f429f390-79a1-4e84-9a93-87a43048d3d7,ver que as questões que envolve nos mulheres nesta área está sendo debatido
251569e1-42c3-4c32-b8db-d8b8b9741d5b,amando as sessões técnicas
429ddec8-9edb-4757-ab8b-fcdb61defd4e,o artigos estão incríveis
f9ff0b83-ae39-447d-b0f0-4714731e87c0,"último dia, ja estou com saudades"
f9ff0b83-ae39-447d-b0f0-4714731e87c0,"amando os momentos de conversa, troca"
f9ff0b83-ae39-447d-b0f0-4714731e87c0,mesa redonda
34191d68-5e12-4c00-aa49-d5df3fba23d2,vamos pra mais um dia de csbc
9365cf2e-64e9-49a0-bd3a-0d347b215820,"os artigos estão muito bem feitos, a seleção foi ótima"
fcd08197-e61d-4cc4-8460-7859bc9ee761,gostei muito
9365cf2e-64e9-49a0-bd3a-0d347b215820,a cor da farda tá linda por demais ❤️
29c31113-a01c-48e9-b475-a6963c13f3b6,tudo lindo
fcd08197-e61d-4cc4-8460-7859bc9ee761,momento incrivel
40fe60dd-8567-464d-ae76-d066077f13a2,palestras interativas
40fe60dd-8567-464d-ae76-d066077f13a2,muito envolventes
40fe60dd-8567-464d-ae76-d066077f13a2,muito informativas
a24b5393-ee39-4272-8f84-7f95fa794341,já aguardando a ida a gramado
192b32a5-e58c-4098-9904-78bda4615134,muito importante
192b32a5-e58c-4098-9904-78bda4615134,sempre bom aprender
e9b594f7-6309-4190-9032-4dde803e2d6a,"último dia de wit, ja estou com saudades🥹🙏🩷🌻"
add7fd57-687a-4470-8299-2c592991f1cb,highschoolminas foi o mais interessante pra mim
add7fd57-687a-4470-8299-2c592991f1cb,a ideia de criar um jogo pra ajudar as meninas em segurança digital foi genial
b787555f-cd18-4a0b-9e20-493282185ddd,"aula de conceitos de algoritmos antes de entrar em uma linguagem específica é muito bom para não acostumar os alunos na linguagem ""mais fácil"""
fe69c798-5373-4255-831b-9a1ce468c5d6,o momento de apresentação dos artigos aprovados está sendo bastante inspirador
fe69c798-5373-4255-831b-9a1ce468c5d6,"ontem finalizei o dia com novas ideias para o projeto em que faço parte, para integrar mais mulheres"
1bfbf56f-28e4-4dee-874f-83823030bda3,sessão técnica 5 está inspiradora
1bfbf56f-28e4-4dee-874f-83823030bda3,"muito bom conhecer outras formas de levar a stem para o mundo, buscando diversidade de gênero"
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,muito bem
c44a6e4a-9181-4d20-94cb-c3d5e05fd31c,ameiii
0708d7a9-ed61-4c3c-9a29-dd8d999363e3,que trabalhos maravilhosos
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,"ótima sessão de artigos, os trabalhos"
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,projetos para ter uma maior inclusão feminina no mundo da ti são muito bons
ae4d3fbb-069f-4906-895d-6ff10de1bdb9,extremamente importantes
49506d82-9f58-4b30-828a-de6ce622a116,evento inspirador
49506d82-9f58-4b30-828a-de6ce622a116,cheia de ideias para inspirar
49506d82-9f58-4b30-828a-de6ce622a116,ajudar outras meninas
49506d82-9f58-4b30-828a-de6ce622a116,mulheres do meu agreste pernambucano a transformarem suas vidas
429ddec8-9edb-4757-ab8b-fcdb61defd4e,amei os artigos
7afaf882-baa2-47f7-aa69-a15f8ad3452a,muito bom
93780366-368f-4230-aa79-3ac4dca0bec6,"infelizmente hoje é o último dia, muito obrigada por tudo"
de8d707d-b7b7-43bd-9191-a060a88bb761,amei a iniciativa do gurias na comp de mostrar a trajetória de mulheres “comuns”
de8d707d-b7b7-43bd-9191-a060a88bb761,como é enriquecedor conhecer ideias de outros projetos
e4d0c31c-1009-4bce-8c78-8d6c2d7dce89,heyyy
e4d0c31c-1009-4bce-8c78-8d6c2d7dce89,lindaaaasa
266dfd00-4b9e-447c-910d-0deebdb32501,👏👏👏
266dfd00-4b9e-447c-910d-0deebdb32501,amei
266dfd00-4b9e-447c-910d-0deebdb32501,"oi, meninas"
266dfd00-4b9e-447c-910d-0deebdb32501,❤️
3efe71e2-c0d5-4596-b566-0ef34e7ff13d,podia distribuir os brindes por participação
526a01d7-32cb-4bbe-a7c8-77d7090f52fd,"nunca tinha participado de algo assim, super incrívellll"
526a01d7-32cb-4bbe-a7c8-77d7090f52fd,🥰
66454fbb-c04e-4822-a432-18c2dc0bd51e,evento muito importante
66454fbb-c04e-4822-a432-18c2dc0bd51e,muito bom
1b4e9684-e087-4145-88d4-125c44975a1c,ansioso para a premiação 👏🏽👏🏽
7afaf882-baa2-47f7-aa69-a15f8ad3452a,tema super necessário
7afaf882-baa2-47f7-aa69-a15f8ad3452a,amei!
1bfbf56f-28e4-4dee-874f-83823030bda3,que satisfação apresentar no wit
1b4e9684-e087-4145-88d4-125c44975a1c,"muito bom, adorei"
1b4e9684-e087-4145-88d4-125c44975a1c,"nota 10, apresentação pai d'egua"
54a3a419-9b19-44e8-8c62-7054a2142eba,.
367155bd-5555-4d88-a907-c18a083692b4,ótimooo
367155bd-5555-4d88-a907-c18a083692b4,ameiii
c81d774a-5525-4ce1-9bbf-a8b743959e28,"uma apresentação muito boa, gostei bastante"
c81d774a-5525-4ce1-9bbf-a8b743959e28,gostei muito
93780366-368f-4230-aa79-3ac4dca0bec6,espero ir ao próximo csbc
93780366-368f-4230-aa79-3ac4dca0bec6,estar com vcs
0708d7a9-ed61-4c3c-9a29-dd8d999363e3,que evento maravilhoso
1adbc12f-bf03-4c55-8960-539251e80c9e,dia cheio
54a3a419-9b19-44e8-8c62-7054a2142eba,temas muito atuais
0550020a-2c79-43e6-b4ad-9d818973b654,os temas abordados foram muito relevantes
1adbc12f-bf03-4c55-8960-539251e80c9e,<3
0550020a-2c79-43e6-b4ad-9d818973b654,teste
342d6dfe-f757-4730-97bc-246b444e6474,os artigos técnicos foram ótimos
7695e714-3a65-4d70-af59-1b2052e09d00,"muito boas, gostei muito"
97bb898c-af32-4429-b56c-5914309a8775,primeiras sessões técnicas foram incríveis
97bb898c-af32-4429-b56c-5914309a8775,super animada em fazer coisas novas na minha região
342d6dfe-f757-4730-97bc-246b444e6474,pronta para
342d6dfe-f757-4730-97bc-246b444e6474,mais um dia de wit
7695e714-3a65-4d70-af59-1b2052e09d00,sensacional
575e397c-e7d3-4587-9a09-46e3df1ccdf4,"wit arrasando trazendo essas mulheres de peso, super inspiradoras"
412301d3-9406-4057-b8ca-f6c63f066ec3,otimas palestras bem inspiradoras
412301d3-9406-4057-b8ca-f6c63f066ec3,profissionais que inspiram demais
412301d3-9406-4057-b8ca-f6c63f066ec3,vamos meninas digitais
00256042-e094-477c-b716-28f2b7e561de,palestras incríveis
8b928f09-aedb-4ce1-a365-4d56a0839c50,muito legal a exposição dos trabalhos da seção técnica
8b928f09-aedb-4ce1-a365-4d56a0839c50,várias ideias surgindo para o futuro a partir dessas pesquisas 💕
412301d3-9406-4057-b8ca-f6c63f066ec3,me sinto bem representada nas palestras
1130f3f4-1e33-482d-a327-745c63f1516b,já estou com saudade
8a9fc84a-4a91-46ee-b112-e39d627e2abd,muito bom ver mulheres compartilhando sua experiência profissional
8a9fc84a-4a91-46ee-b112-e39d627e2abd,é importante buscar mudanças institucionais que acolham as mulheres no mercado de trabalho
412301d3-9406-4057-b8ca-f6c63f066ec3,precisamos de mais mulheres na área de ti
d02b6ff0-dcbf-4984-a11b-da3709dfc569,perfeito
609ff990-2fc8-4802-9bc3-d805b042eab5,teste
d02b6ff0-dcbf-4984-a11b-da3709dfc569,amei
609ff990-2fc8-4802-9bc3-d805b042eab5,gostaria de saber se haverá outrs palestra com as mulheres da embraer
609ff990-2fc8-4802-9bc3-d805b042eab5,gostei muito do evento
d02b6ff0-dcbf-4984-a11b-da3709dfc569,grande experiência
d02b6ff0-dcbf-4984-a11b-da3709dfc569,muitos aprendizados
5bb974d7-0d42-4ba7-b115-6f2821843ecc,palestras muito inspiradoras
5bb974d7-0d42-4ba7-b115-6f2821843ecc,por mais mulheres na ti
6dd05336-2244-4230-bb22-31b592f2e3f8,estou amando o evento
